0,12.0
1,5.0
2,30112.0
3,902.2
4,1000000000.0
5,19.0
6,8.0
7,11.0
8,4.0
9,10.0
10,5.0
11,9.0
12,2.0
13,5.0
14,12.0
15,12.0
16,2.0
17,15.0
18,9.0
19,41.0
20,4.0
21,4.0
22,16.0
23,10.0
24,18.0
25,14.0
26,13.0
27,11.0
28,21.0
29,12.0
30,9.0
31,5.0
32,10.0
33,10.0
34,8.0
35,9.0
36,7.0
37,5.0
38,10.0
39,6.0
40,6.0
41,11.0
42,34.0
43,17.0
44,9.0
45,9.0
46,14.0
47,9.0
48,10.0
49,6.0
50,17.0
51,10.0
52,11.0
53,3.0
54,3017.0
55,1166.0
56,1602.0
57,7.0
58,1688.0
59,232.0
60,451094.82000000007
61,462837.67
62,464149.2900000001
63,461406.52000000014
64,457923.6600000001
65,513263.5600000001
66,476877.39999999997
67,520534.87999999995
68,505765.5699999999
69,495160.2299999999
70,496526.11
71,557669.3300000001
72,141937.0
73,10005457763.37
74,131820.0
75,20218911947.0
76,100129400.7
77,224831.28000000003
78,91103247.528
79,17048651.019999996
80,13596091.189999992
81,10349448.229999995
82,10000393245.813667
83,1165.04
84,2144685.6500000004
85,5.039404396513474e+16
86,20064152.64
87,265334.02033976954
88,231528.6200000003
89,744665.99
90,63140.01
91,2874500.0599999996
92,1.00010000002e+31
93,490491.92000000016
94,211600.59190157088
95,1067.0
96,1030.0
97,94543.0
98,989487.44
99,5.0
100,5.0
101,5.0
102,10.0
103,106162.0
104,873097.2400000002
105,2517268.240000001
106,2862.0
107,58889368662.30996
108,55964678.0
109,28110.0
110,2408.42
111,104702.0
112,750.0
113,1617.03
114,1828796.0799999998
115,337341.6
116,1997828.63
117,717.0
118,39780.0
119,36760.0
120,27618.0
121,23687.0
122,26442.4
123,126803.0
124,24049.0
125,2.9999999999999997e+46
126,30751960.919999998
127,13498.0
128,1500.0
129,544.0
130,310.0
131,1000348623.649996
132,36.0
133,157220.0
134,300.02
135,5200.0
136,314.0
137,7510.0
138,1900.0
139,30000.0
140,30000.0
141,30000.0
142,100.0
143,30000.0
144,100.0
145,100.0
146,100.0
147,30000.0
148,30000.0
149,100.0
150,30000.0
151,30000.0
152,100.0
153,100.0
154,100.0
155,100.0
156,100.0
157,30000.0
158,30000.0
159,30000.0
160,100.0
